"iso3","count_respondents","scope","gender","quintile","indicator","value"
"COL",1507,"country","all","total","water_daily",71.6643113396899
"COL",1507,"country","all","total","w_dist_treatment",39.6661333321067
"COL",1507,"country","all","total","w_treatment",52.4786784726211
"COL",1507,"country","all","total","reason_w_treatment_taste",0.594102918846854
"COL",1507,"country","all","total","reason_w_treatment_color",0.334402978298394
"COL",1507,"country","all","total","reason_w_treatment_quality",28.8055417366072
"COL",1507,"country","all","total","reason_w_treatment_continuity",0.549892921882118
"COL",1507,"country","all","total","we_piped_water",2065.8036720372
"COL",1507,"country","all","total","we_bottled",1029.03581146238
"COL",1507,"country","all","total","we_trucked",3739.74075582832
"COL",1507,"country","all","total","satisfied_service",0
"COL",1507,"country","all","total","unsatisfied_service",0
"COL",1507,"country","all","total","improved_san",93.513962580494
"COL",1507,"country","all","total","no_san_access",2.42362748643963
"COL",1507,"country","all","total","open_def",0.992697572935947
"COL",1507,"country","all","total","sewage_treated",8.92364212047574
"COL",1507,"country","all","total","sewage_contaminates",9.13070506670524
"CRI",1465,"country","all","total","twe_usd_pc",6.00973159607091
"CRI",1465,"country","all","total","twe_usd",18.1910676818411
"CRI",1465,"country","all","total","access_water_piped_home",91.9992071219183
"CRI",1465,"country","all","total","access_water_piped_plot",0.989202547169644
"CRI",1465,"country","all","total","water_on_premises",3.91675320371993
"CRI",1465,"country","all","total","water_distr",94.6760106496607
"CRI",1465,"country","all","total","consume_distr",92.988409669088
"CRI",1465,"country","all","total","consume_other",1.52783335250376
"CRI",1465,"country","all","total","consume_bottled",0.942624218028145
"CRI",1465,"country","all","total","consume_delivered",0.216260828515068
"CRI",1465,"country","all","total","consume_impspring",0.534293885220355
"CRI",1465,"country","all","total","consume_impwell",3.08755712123203
"CRI",1465,"country","all","total","consume_publictap",0
"CRI",1465,"country","all","total","consume_rain",0
"CRI",1465,"country","all","total","consume_unimproved",0.703020925412651
"CRI",1465,"country","all","total","ou_bottled",0.0562419033396896
"CRI",1465,"country","all","total","ou_delivered",0
"CRI",1465,"country","all","total","ou_distr",93.2883155861559
"CRI",1465,"country","all","total","ou_impspring",0.705379464661392
"CRI",1465,"country","all","total","ou_impwell",3.4884757174758
"CRI",1465,"country","all","total","ou_other",1.52541218895361
"CRI",1465,"country","all","total","ou_publictap",0
"CRI",1465,"country","all","total","ou_rain",0.149735296878105
"CRI",1465,"country","all","total","ou_unimproved",0.786439842535536
"CRI",1465,"country","all","total","san_ecolatrine",0.187746419265976
"CRI",1465,"country","all","total","san_exclusive",97.6811596045698
"CRI",1465,"country","all","total","san_implatrine",1.1294020190683
"CRI",1465,"country","all","total","san_other",6.59245393758907
"CRI",1465,"country","all","total","san_septic",69.1490503557237
"CRI",1465,"country","all","total","san_sewer",21.8774568333934
"CRI",1465,"country","all","total","san_unimp",0.802681966200654
"CRI",1465,"country","all","total","improved_w_access",97.7691457220836
"CRI",1465,"country","all","total","water_daily",89.346441953981
"CRI",1465,"country","all","total","w_dist_treatment",16.4699858281626
"CRI",1465,"country","all","total","w_treatment",19.4975164000348
"CRI",1465,"country","all","total","reason_w_treatment_taste",0.742861610142068
"CRI",1465,"country","all","total","reason_w_treatment_color",0.0631680333405753
"CRI",1465,"country","all","total","reason_w_treatment_quality",12.8142601873331
"CRI",1465,"country","all","total","reason_w_treatment_continuity",0.178731721887392
"CRI",1465,"country","all","total","we_piped_water",2260.12511761457
"CRI",1465,"country","all","total","we_bottled",1428.15515215926
"CRI",1465,"country","all","total","we_trucked",0
"CRI",1465,"country","all","total","satisfied_service",83.9732325005064
"CRI",1465,"country","all","total","unsatisfied_service",16.0267674994936
"CRI",1465,"country","all","total","improved_san",92.3436556274514
"CRI",1465,"country","all","total","no_san_access",0.261208468758872
"CRI",1465,"country","all","total","open_def",0.0844029102280998
"CRI",1465,"country","all","total","sewage_treated",3.98645824870417
"CRI",1465,"country","all","total","sewage_contaminates",2.29574380029921
"DOM",1507,"country","all","total","twe_usd_pc",3.6678281427437
"DOM",1507,"country","all","total","twe_usd",11.7895903692898
"DOM",1507,"country","all","total","access_water_piped_home",2.29281475921474
"DOM",1507,"country","all","total","access_water_piped_plot",0.341874691491463
"DOM",1507,"country","all","total","water_on_premises",9.0718255275659
"DOM",1507,"country","all","total","water_distr",66.1206304040675
"DOM",1507,"country","all","total","consume_distr",2.63468945070621
"DOM",1507,"country","all","total","consume_other",2.81161930501347
"DOM",1507,"country","all","total","consume_bottled",88.8417853520458
"DOM",1507,"country","all","total","consume_delivered",3.69022512668386
"DOM",1507,"country","all","total","consume_impspring",0.227535704395871
"DOM",1507,"country","all","total","consume_impwell",0.0734785183050886
"DOM",1507,"country","all","total","consume_publictap",0.625603992491617
"DOM",1507,"country","all","total","consume_rain",0.281306164567806
"DOM",1507,"country","all","total","consume_unimproved",0.813756385790299
"DOM",1507,"country","all","total","ou_bottled",0.329351393798596
"DOM",1507,"country","all","total","ou_delivered",5.53624719612254
"DOM",1507,"country","all","total","ou_distr",66.6011078909684
"DOM",1507,"country","all","total","ou_impspring",0.0630035391204501
"DOM",1507,"country","all","total","ou_impwell",12.1003442456172
"DOM",1507,"country","all","total","ou_other",4.43793902971605
"DOM",1507,"country","all","total","ou_publictap",8.02907676722969
"DOM",1507,"country","all","total","ou_rain",0.28636967709128
"DOM",1507,"country","all","total","ou_unimproved",2.61656026033576
"DOM",1507,"country","all","total","san_ecolatrine",0.919707550503395
